"","X","Male","ParentEduc","LunchDiscount","TestPrep","PracticeSport","IsFirstChild","NrSiblings","PrivateTransport","WklyStudyHours","EthnicGroupA","EthnicGroupB","EthnicGroupC","EthnicGroupD","EthnicGroupE","ParentDivorced","ParentMarried","ParentSingle","ParentWidowed","MathScore","ReadingScore","WritingScore","AggregateScore"
"3237",421,1,4,1,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,77,75,77,229
"3238",422,0,3,1,0,1,1,5,1,1,0,0,1,0,0,1,0,0,0,28,41,40,109
"3239",423,1,2,0,0,3,0,5,1,2,0,0,1,0,0,0,1,0,0,70,64,61,195
"3240",424,0,4,0,1,1,1,2,1,3,0,0,0,1,0,0,0,1,0,68,83,80,231
"3241",425,1,3,0,1,2,0,1,1,1,0,1,0,0,0,0,1,0,0,69,68,64,201
"3242",426,0,2,1,0,3,0,1,0,2,0,1,0,0,0,0,1,0,0,30,34,37,101
"3251",435,1,3,0,0,2,0,3,0,1,0,0,0,1,0,0,1,0,0,87,86,85,258
"3252",436,1,2,0,1,2,1,2,0,1,0,0,0,0,1,0,1,0,0,100,95,88,283
"3254",438,1,6,1,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,73,83,74,230
"3257",441,1,3,0,1,2,1,0,0,2,0,1,0,0,0,0,1,0,0,92,89,96,277
"3260",444,1,2,1,1,2,1,0,0,3,0,0,0,1,0,1,0,0,0,50,52,57,159
"3261",445,1,6,0,0,2,1,2,0,1,0,0,1,0,0,0,1,0,0,61,61,57,179
"3262",446,1,5,1,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,76,81,76,233
"3265",449,1,5,0,0,3,1,2,1,3,0,0,0,1,0,0,1,0,0,89,84,81,254
"3270",454,1,1,0,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,100,96,91,287
"3272",456,0,1,0,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,57,69,72,198
"3276",462,1,3,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,84,84,82,250
"3278",464,1,2,0,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,52,51,43,146
"3279",466,1,5,0,0,2,1,3,0,2,0,0,0,1,0,0,1,0,0,63,54,55,172
"3282",469,1,3,0,0,3,0,3,0,1,0,0,1,0,0,0,1,0,0,75,69,58,202
"3283",470,0,2,0,1,3,1,0,0,2,0,0,0,1,0,0,0,1,0,81,89,96,266
"3286",473,0,3,0,0,3,1,0,1,1,1,0,0,0,0,0,1,0,0,50,55,51,156
"3287",474,1,1,0,0,3,1,2,1,1,1,0,0,0,0,0,1,0,0,71,68,58,197
"3288",475,1,2,0,0,2,1,3,0,2,1,0,0,0,0,0,0,1,0,80,77,68,225
"3289",476,1,4,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,81,80,76,237
"3290",477,1,5,1,0,3,1,1,1,1,0,0,0,1,0,0,1,0,0,72,64,63,199
"3291",478,0,4,0,1,2,0,3,1,1,0,0,1,0,0,1,0,0,0,68,76,74,218
"3297",484,0,4,0,0,3,0,3,1,1,0,0,0,0,1,0,1,0,0,67,78,75,220
"3298",485,1,4,0,0,2,0,3,0,2,0,0,1,0,0,0,1,0,0,47,47,43,137
"3300",488,0,6,0,0,2,0,3,0,1,1,0,0,0,0,1,0,0,0,79,91,84,254
"3302",490,0,6,0,0,2,0,2,0,3,0,0,1,0,0,0,1,0,0,69,74,74,217
"3304",492,0,1,1,0,2,1,1,0,3,0,1,0,0,0,0,1,0,0,48,70,62,180
"3305",493,1,1,1,1,3,1,3,1,3,1,0,0,0,0,0,0,1,0,49,58,53,160
"3306",494,0,5,1,0,3,1,3,1,1,0,0,0,1,0,0,1,0,0,67,69,71,207
"3308",496,0,4,1,0,2,0,1,1,1,0,0,0,0,1,0,1,0,0,69,76,72,217
"3310",498,0,2,0,1,2,1,4,0,1,0,0,1,0,0,0,1,0,0,43,61,66,170
"3314",502,0,1,0,0,1,1,4,0,3,0,1,0,0,0,1,0,0,0,49,54,48,151
"3315",503,0,4,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,53,56,56,165
"3316",504,1,6,0,0,2,1,2,0,1,0,0,1,0,0,1,0,0,0,83,81,80,244
"3317",505,0,2,0,0,2,1,1,0,3,0,0,1,0,0,0,1,0,0,76,83,75,234
"3318",506,0,3,1,0,2,0,4,0,1,0,0,0,1,0,0,1,0,0,77,89,87,253
"3320",509,1,1,0,0,2,1,3,0,3,0,0,0,0,1,0,1,0,0,84,68,63,215
"3321",510,0,4,1,0,3,1,2,1,3,0,1,0,0,0,0,0,1,0,62,79,73,214
"3322",511,0,2,0,0,2,1,2,1,3,0,0,1,0,0,1,0,0,0,75,76,77,228
"3323",512,1,2,0,0,1,0,1,0,3,0,0,0,1,0,1,0,0,0,78,75,67,220
"3324",513,1,2,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,69,67,60,196
"3325",514,0,1,1,1,3,0,2,0,2,0,0,0,0,1,0,1,0,0,56,65,65,186
"3326",515,1,2,1,0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,65,55,54,174
"3329",518,1,3,1,0,3,1,1,0,3,0,0,0,0,1,0,0,1,0,64,61,52,177
"3330",519,1,3,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,60,62,56,178
"3332",521,0,5,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,73,89,85,247
"3333",522,1,1,1,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,65,69,67,201
"3334",523,1,3,1,1,2,0,1,1,1,0,0,0,1,0,0,1,0,0,62,63,63,188
"3335",524,0,1,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,64,72,75,211
"3338",528,0,4,0,0,2,1,6,0,3,0,0,0,0,1,0,1,0,0,75,78,74,227
"3339",529,1,5,1,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,70,65,64,199
"3342",532,1,6,0,0,1,0,3,0,1,0,1,0,0,0,0,1,0,0,64,61,60,185
"3346",536,0,3,0,0,2,1,3,1,3,0,0,0,1,0,0,1,0,0,67,80,77,224
"3347",537,1,3,1,1,3,1,2,0,2,0,0,1,0,0,0,1,0,0,60,64,57,181
"3348",538,1,1,0,1,1,1,3,1,1,0,0,1,0,0,0,0,1,0,46,48,44,138
"3349",539,1,2,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,76,64,66,206
"3351",541,0,3,0,0,3,1,1,0,1,0,1,0,0,0,0,0,1,0,57,72,63,192
"3352",542,1,3,1,1,3,1,1,0,1,0,1,0,0,0,0,1,0,0,48,53,54,155
"3355",545,1,6,0,0,3,1,4,0,2,0,0,0,0,1,0,1,0,0,84,69,71,224
"3357",547,0,5,0,0,2,1,0,1,2,0,1,0,0,0,0,1,0,0,74,86,85,245
"3360",550,0,3,0,0,1,1,3,1,1,0,0,1,0,0,0,1,0,0,73,91,89,253
"3362",552,0,6,0,1,3,1,3,0,2,0,0,1,0,0,0,0,1,0,70,83,91,244
"3364",554,1,6,0,0,2,1,3,1,1,0,1,0,0,0,0,0,1,0,80,80,73,233
"3365",555,1,3,0,1,3,1,2,0,1,0,1,0,0,0,0,0,1,0,77,65,66,208
"3366",556,1,2,0,1,2,1,1,0,2,0,1,0,0,0,1,0,0,0,68,75,74,217
"3367",557,0,2,0,1,2,1,2,1,2,0,0,1,0,0,0,1,0,0,59,68,73,200
"3368",558,1,5,1,0,3,0,2,1,1,0,0,0,1,0,0,1,0,0,72,76,71,219
"3370",560,0,5,0,0,3,1,4,0,1,0,0,1,0,0,0,1,0,0,92,97,93,282
"3371",561,1,5,0,0,3,0,3,0,3,1,0,0,0,0,1,0,0,0,85,85,76,246
"3372",562,1,2,1,1,3,1,0,0,1,0,0,0,0,1,1,0,0,0,71,73,71,215
"3373",563,0,5,0,1,3,1,1,0,1,1,0,0,0,0,0,1,0,0,81,84,93,258
"3375",565,1,1,1,1,2,0,2,0,1,0,0,1,0,0,0,1,0,0,71,65,65,201
"3376",566,0,1,1,1,2,1,7,0,2,1,0,0,0,0,0,1,0,0,26,44,45,115
"3377",567,0,3,1,0,2,1,7,0,3,0,0,0,1,0,0,1,0,0,31,49,48,128
"3378",568,0,2,0,1,2,1,3,1,1,0,0,1,0,0,1,0,0,0,83,87,87,257
"3379",569,0,3,0,0,2,1,4,1,2,0,0,0,0,1,0,0,1,0,70,68,73,211
"3380",570,0,3,0,0,3,0,2,1,1,0,1,0,0,0,0,1,0,0,52,63,61,176
"3383",573,1,4,0,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,61,58,63,182
"3384",575,0,6,0,0,2,0,3,1,1,0,0,0,0,1,1,0,0,0,84,96,93,273
"3385",576,1,1,0,0,2,1,3,0,3,0,0,0,1,0,0,1,0,0,74,75,71,220
"3386",577,0,4,0,1,3,1,0,1,1,0,0,1,0,0,0,1,0,0,84,92,99,275
"3387",578,0,3,0,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,56,62,69,187
"3388",579,0,6,0,0,2,0,1,0,3,0,0,1,0,0,0,1,0,0,74,78,81,233
"3391",582,1,1,0,0,2,1,2,0,3,0,1,0,0,0,0,0,1,0,84,74,70,228
"3392",584,1,2,1,0,3,1,2,0,3,0,0,0,0,1,0,1,0,0,89,83,75,247
"3393",585,1,3,1,1,2,0,1,1,2,0,0,0,1,0,0,0,1,0,71,65,68,204
"3394",586,0,4,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,61,63,63,187
"3396",589,0,5,1,0,1,1,5,0,1,0,1,0,0,0,0,1,0,0,59,63,58,180
"3397",590,1,5,0,0,2,0,1,0,2,0,1,0,0,0,0,1,0,0,75,76,76,227
"3399",592,0,2,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,81,87,84,252
"3401",594,1,3,0,0,2,0,3,0,1,0,0,0,1,0,0,1,0,0,73,70,67,210
"3402",596,1,5,0,1,3,1,1,0,2,0,1,0,0,0,0,1,0,0,76,68,70,214
"3404",598,0,3,0,0,2,0,3,1,1,0,0,0,1,0,0,1,0,0,81,100,97,278
"3405",599,1,3,0,1,2,1,1,0,3,0,0,0,0,1,0,1,0,0,87,81,87,255
"3406",600,1,2,1,1,2,1,3,1,3,0,1,0,0,0,0,0,1,0,47,49,43,139
"3408",602,1,2,1,1,2,1,7,0,1,0,0,0,1,0,0,1,0,0,73,71,76,220
"3410",604,0,2,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,50,56,54,160
"3411",605,0,5,1,0,2,1,2,0,1,0,0,1,0,0,0,1,0,0,49,62,61,172
"3412",606,1,1,0,0,3,1,1,0,1,0,0,1,0,0,1,0,0,0,62,62,57,181
"3413",607,1,4,1,1,1,1,4,1,1,0,1,0,0,0,1,0,0,0,59,65,60,184
"3415",609,0,1,0,0,3,1,1,1,1,0,0,1,0,0,0,1,0,0,63,69,66,198
"3418",612,0,4,0,0,1,1,5,1,1,0,0,1,0,0,0,0,1,0,72,80,83,235
"3419",613,0,1,0,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,48,59,47,154
"3420",614,1,1,0,0,3,1,0,1,1,0,0,1,0,0,1,0,0,0,75,64,59,198
"3422",616,0,2,1,1,2,1,2,0,2,0,0,0,0,1,0,0,1,0,53,67,60,180
"3424",619,0,6,0,0,1,1,3,0,1,0,0,1,0,0,0,1,0,0,69,71,73,213
"3425",620,0,2,0,0,2,1,0,0,2,0,0,0,0,1,0,1,0,0,90,98,98,286
"3426",621,1,5,0,0,1,0,4,1,2,0,0,1,0,0,0,1,0,0,72,65,62,199
"3427",622,0,3,0,0,3,1,2,1,2,1,0,0,0,0,1,0,0,0,52,67,62,181
"3428",623,0,1,0,0,3,0,2,0,1,0,0,1,0,0,0,1,0,0,37,40,44,121
"3429",624,1,4,0,1,3,1,1,0,1,0,0,0,1,0,1,0,0,0,99,90,97,286
"3430",625,0,2,1,0,3,0,3,0,1,0,0,1,0,0,0,0,1,0,55,75,64,194
"3431",626,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,73,54,56,183
"3432",627,1,1,1,1,2,1,4,1,1,0,0,1,0,0,0,0,1,0,45,49,50,144
"3433",628,0,3,0,0,1,1,2,0,2,1,0,0,0,0,0,1,0,0,58,77,68,203
"3434",629,1,4,0,0,2,1,4,1,3,0,0,0,0,1,0,0,1,0,82,63,60,205
"3435",630,0,1,0,1,1,0,3,0,1,0,1,0,0,0,1,0,0,0,68,86,90,244
"3437",632,1,3,1,0,2,0,5,1,2,0,0,1,0,0,0,0,1,0,45,42,44,131
"3440",635,1,3,1,1,2,1,4,0,1,0,0,0,1,0,0,1,0,0,57,57,61,175
"3441",636,1,1,0,0,2,0,4,0,2,0,0,0,1,0,0,1,0,0,86,71,67,224
"3442",637,0,1,0,1,2,1,1,0,3,0,0,1,0,0,0,1,0,0,70,76,80,226
"3446",641,1,4,0,1,2,1,2,0,1,0,0,1,0,0,1,0,0,0,60,59,55,174
"3448",643,0,1,0,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,72,72,79,223
"3449",644,1,2,1,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,80,65,70,215
"3450",645,1,2,1,0,2,0,1,1,2,1,0,0,0,0,0,1,0,0,61,64,57,182
"3452",647,0,1,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,65,71,71,207
"3455",650,1,4,0,0,3,1,4,0,1,0,0,1,0,0,0,1,0,0,90,91,86,267
"3458",653,1,2,0,1,2,1,4,1,2,0,0,0,0,1,0,1,0,0,66,65,60,191
"3461",656,1,5,1,1,2,1,0,0,3,0,0,0,0,1,1,0,0,0,100,100,100,300
"3462",657,1,4,1,0,3,0,2,1,2,0,0,1,0,0,0,1,0,0,78,72,68,218
"3463",658,0,6,0,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,73,79,82,234
"3464",659,0,5,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,34,53,51,138
"3467",663,0,1,0,1,3,0,1,0,3,0,0,1,0,0,0,0,1,0,56,69,61,186
"3468",664,1,3,0,0,3,0,2,0,1,0,0,1,0,0,0,0,1,0,79,75,71,225
"3470",666,1,2,0,1,2,1,2,1,1,0,0,0,1,0,0,1,0,0,69,63,58,190
"3472",668,1,2,0,0,2,0,4,1,2,0,0,1,0,0,0,1,0,0,77,61,66,204
"3473",670,1,1,0,0,3,1,0,1,3,0,1,0,0,0,0,0,1,0,77,66,58,201
"3476",673,1,1,0,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0,72,76,79,227
"3477",674,0,3,0,0,2,1,4,0,2,0,0,1,0,0,0,1,0,0,32,49,47,128
"3478",675,1,1,0,1,2,1,2,0,2,0,0,1,0,0,0,1,0,0,50,46,44,140
"3479",677,0,3,0,0,3,1,1,0,3,0,0,0,0,1,0,0,0,1,81,76,78,235
"3480",678,1,4,0,0,2,1,3,1,1,0,0,0,1,0,0,1,0,0,98,85,90,273
"3482",680,0,1,1,0,3,1,0,1,3,0,0,1,0,0,1,0,0,0,46,56,63,165
"3484",682,1,2,0,0,2,1,1,0,2,0,0,0,1,0,0,1,0,0,62,58,56,176
"3487",685,1,6,0,0,3,1,1,0,1,0,1,0,0,0,0,1,0,0,72,74,78,224
"3488",686,1,5,1,1,3,1,1,0,3,0,0,0,1,0,0,1,0,0,80,73,71,224
"3489",687,0,6,1,0,3,1,2,0,3,0,0,1,0,0,0,0,1,0,50,56,55,161
"3491",689,0,4,1,0,2,1,5,1,1,0,0,0,1,0,0,1,0,0,67,82,76,225
"3492",690,1,4,0,0,2,1,4,0,2,0,0,0,1,0,0,1,0,0,91,92,87,270
"3494",692,1,1,1,1,3,1,4,0,3,0,0,0,1,0,0,1,0,0,66,71,74,211
"3496",694,0,5,0,0,3,1,1,0,1,0,0,1,0,0,1,0,0,0,90,90,94,274
"3497",695,1,4,0,0,2,0,4,0,3,0,0,0,1,0,0,1,0,0,99,92,89,280
"3498",696,1,1,0,0,2,0,3,1,1,1,0,0,0,0,0,0,1,0,73,58,62,193
"3499",697,0,3,1,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,72,78,82,232
"3500",698,1,4,1,0,3,1,1,0,1,0,0,0,1,0,0,0,1,0,59,57,56,172
"3501",699,1,1,1,0,3,0,3,0,1,0,0,0,1,0,0,0,1,0,61,48,57,166
"3502",700,0,2,0,0,2,1,1,1,2,0,1,0,0,0,0,0,1,0,64,74,69,207
"3503",701,1,2,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0,0,51,40,41,132
"3504",703,1,3,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,44,40,42,126
"3506",705,1,1,0,0,2,1,4,0,2,0,1,0,0,0,0,1,0,0,78,65,61,204
"3507",706,0,1,1,1,3,1,1,0,2,0,1,0,0,0,0,1,0,0,44,50,50,144
"3509",709,0,4,0,0,3,0,3,0,1,0,0,0,0,1,0,1,0,0,92,91,88,271
"3511",711,1,3,1,0,3,1,1,0,2,0,1,0,0,0,0,0,1,0,54,59,56,169
"3512",712,1,3,1,1,2,0,5,1,1,0,0,0,0,1,0,1,0,0,53,57,60,170
"3513",713,0,3,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,42,55,52,149
"3516",716,0,1,0,0,2,1,2,1,2,0,1,0,0,0,0,0,1,0,61,72,62,195
"3517",718,0,2,0,0,3,0,5,0,1,0,0,1,0,0,1,0,0,0,88,86,83,257
"3521",722,0,1,0,1,2,1,2,0,1,0,1,0,0,0,0,1,0,0,49,68,62,179
"3524",725,1,3,1,1,3,0,3,0,3,0,1,0,0,0,0,1,0,0,68,73,72,213
"3526",727,0,2,1,1,2,0,1,0,2,0,0,1,0,0,0,1,0,0,64,71,70,205
"3528",729,1,1,0,0,2,0,1,0,3,0,0,1,0,0,0,1,0,0,71,72,67,210
"3529",730,0,1,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,63,77,68,208
"3530",731,0,3,1,0,2,1,4,0,2,0,1,0,0,0,0,0,1,0,49,65,61,175
"3532",733,0,6,0,0,3,1,0,0,1,0,0,0,0,1,0,1,0,0,81,77,81,239
"3533",734,1,2,1,0,3,1,3,0,1,0,0,1,0,0,0,0,1,0,42,41,37,120
"3534",735,0,3,1,0,1,1,5,0,1,0,0,0,0,1,0,1,0,0,69,66,75,210
"3535",736,1,5,0,1,2,1,3,0,1,0,1,0,0,0,0,0,1,0,88,83,83,254
"3536",737,1,6,1,1,2,1,3,0,1,0,0,1,0,0,0,1,0,0,32,42,35,109
"3537",738,0,2,0,0,2,1,3,0,1,0,0,0,0,1,1,0,0,0,78,77,75,230
"3539",741,0,5,0,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,84,90,95,269
"3540",742,0,3,1,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,46,61,56,163
"3541",743,1,4,1,1,3,0,2,1,1,0,0,0,1,0,0,1,0,0,62,62,67,191
"3542",744,1,2,0,0,3,0,2,1,2,0,0,0,1,0,0,1,0,0,64,66,60,190
"3543",745,0,4,1,1,3,1,2,0,2,0,0,1,0,0,0,0,1,0,78,95,98,271
"3547",749,0,1,0,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,78,75,76,229
"3550",752,1,1,0,0,2,1,0,1,2,0,0,0,0,1,1,0,0,0,64,58,51,173
"3551",753,1,2,0,1,2,0,2,0,3,0,0,1,0,0,0,1,0,0,88,85,81,254
"3552",754,0,5,0,1,3,1,0,0,3,0,0,0,1,0,1,0,0,0,82,93,99,274
"3554",756,0,6,0,0,3,0,6,0,1,0,0,0,1,0,0,1,0,0,75,85,84,244
"3556",758,1,5,0,0,1,0,5,0,3,0,0,1,0,0,1,0,0,0,87,82,84,253
"3558",760,0,5,1,0,2,1,3,0,2,0,0,0,1,0,0,1,0,0,70,84,84,238
"3559",761,0,3,0,0,2,1,2,0,1,0,0,1,0,0,0,0,1,0,57,68,62,187
"3560",762,1,3,0,1,2,0,1,1,1,0,0,1,0,0,0,0,1,0,79,87,87,253
"3561",763,0,4,0,1,3,1,0,0,1,0,1,0,0,0,0,1,0,0,67,69,71,207
"3562",764,0,1,0,1,3,1,1,0,3,0,0,1,0,0,0,1,0,0,50,57,66,173
"3563",765,0,1,1,1,3,1,5,0,3,0,1,0,0,0,0,0,1,0,61,57,65,183
"3565",767,1,3,1,1,1,1,3,0,1,0,1,0,0,0,0,1,0,0,56,58,44,158
"3566",768,0,5,1,0,2,0,3,0,2,0,0,0,1,0,0,1,0,0,53,62,67,182
"3568",770,0,4,0,1,2,1,2,1,1,0,0,1,0,0,0,1,0,0,88,91,97,276
"3569",771,0,2,0,0,3,0,4,0,2,0,0,0,1,0,1,0,0,0,72,72,69,213
"3571",773,0,4,0,0,3,0,1,1,1,0,0,1,0,0,1,0,0,0,86,93,94,273
"3574",776,0,5,1,1,2,0,3,0,1,0,0,1,0,0,0,1,0,0,62,81,76,219
"3577",779,1,3,1,0,2,0,2,1,2,0,0,1,0,0,0,1,0,0,39,42,32,113
"3580",782,1,5,0,1,2,1,3,0,3,0,0,0,1,0,1,0,0,0,100,96,99,295
"3583",785,0,2,1,0,2,1,3,0,2,1,0,0,0,0,1,0,0,0,63,82,74,219
"3591",794,1,2,0,0,2,1,1,1,2,0,1,0,0,0,0,1,0,0,79,79,73,231
"3592",795,1,4,0,0,3,1,5,1,1,0,1,0,0,0,0,1,0,0,58,64,64,186
"3593",796,0,2,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,70,63,68,201
"3594",797,1,2,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,83,83,89,255
"3595",798,0,2,1,0,3,0,3,0,1,0,1,0,0,0,0,1,0,0,54,58,55,167
"3596",799,1,2,1,0,2,1,2,0,2,0,0,0,0,1,0,1,0,0,79,83,74,236
"3599",802,0,1,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,45,61,55,161
"3600",803,1,3,1,0,2,0,2,0,2,0,0,1,0,0,0,1,0,0,54,57,53,164
"3601",804,0,1,0,1,1,1,4,0,3,0,1,0,0,0,0,0,1,0,79,80,87,246
"3602",805,1,5,0,0,2,1,2,0,2,0,0,0,0,1,0,0,1,0,77,75,78,230
"3603",806,0,3,0,0,3,1,0,0,1,0,0,0,1,0,0,1,0,0,74,75,77,226
"3604",807,1,1,0,1,3,1,4,0,3,0,0,1,0,0,0,1,0,0,71,67,67,205
"3605",808,1,4,0,1,1,1,3,1,1,0,1,0,0,0,0,1,0,0,64,68,69,201
"3606",809,0,2,0,0,2,1,3,1,1,0,0,1,0,0,0,1,0,0,75,97,90,262
"3607",810,1,3,1,0,2,1,3,1,1,1,0,0,0,0,0,1,0,0,32,38,33,103
"3608",811,0,6,1,0,3,1,2,1,1,0,0,0,1,0,0,1,0,0,62,62,74,198
"3609",812,1,4,0,0,2,1,2,1,3,0,0,0,0,1,0,1,0,0,82,77,70,229
"3610",813,1,2,0,1,2,0,1,0,2,0,1,0,0,0,1,0,0,0,81,79,80,240
"3611",814,1,1,0,0,1,1,4,0,2,0,0,1,0,0,0,1,0,0,51,53,47,151
"3612",815,0,1,0,0,3,0,3,1,1,0,0,0,0,1,0,1,0,0,95,95,92,282
"3613",816,1,1,1,1,2,1,3,1,2,0,1,0,0,0,0,0,1,0,53,57,49,159
"3615",818,0,2,0,1,2,0,2,1,1,0,0,1,0,0,0,1,0,0,68,69,73,210
"3619",823,1,5,0,0,3,0,2,1,3,0,0,1,0,0,0,1,0,0,61,51,51,163
"3620",824,1,5,0,0,2,1,3,1,3,0,0,0,0,1,0,1,0,0,100,98,92,290
"3621",826,1,2,0,0,2,1,1,0,3,0,1,0,0,0,0,0,1,0,78,57,61,196
"3626",831,1,5,0,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,85,82,83,250
"3628",833,0,6,1,0,2,1,0,0,3,0,1,0,0,0,0,1,0,0,39,60,52,151
"3629",834,1,5,0,0,3,1,4,1,2,0,1,0,0,0,0,1,0,0,90,76,80,246
"3630",835,0,2,0,1,1,1,3,0,1,0,1,0,0,0,0,1,0,0,76,91,86,253
"3632",838,1,3,0,0,2,1,1,1,3,0,0,0,1,0,0,1,0,0,67,55,61,183
"3635",841,1,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,96,82,85,263
"3638",844,1,1,0,1,3,1,2,0,2,0,0,0,0,1,0,1,0,0,85,83,84,252
"3640",846,1,2,0,1,3,1,2,1,1,0,0,1,0,0,0,1,0,0,70,76,68,214
"3644",850,0,3,1,0,2,0,2,1,1,1,0,0,0,0,0,1,0,0,27,37,40,104
"3647",853,1,4,0,0,3,1,1,0,3,0,1,0,0,0,0,0,1,0,66,69,60,195
"3649",855,0,6,1,0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,75,85,84,244
"3651",857,0,5,0,0,2,0,2,1,2,0,0,0,0,1,0,0,1,0,65,78,79,222
"3652",858,1,4,0,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,70,60,62,192
"3654",860,0,6,0,0,3,0,1,0,2,0,1,0,0,0,1,0,0,0,64,76,68,208
"3655",861,1,3,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0,42,47,44,133
"3656",862,0,1,0,0,3,0,2,0,1,0,0,1,0,0,0,0,1,0,64,69,66,199
"3657",863,1,4,0,1,3,1,4,0,3,1,0,0,0,0,0,1,0,0,99,100,100,299
"3658",864,0,5,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,85,88,91,264
"3659",865,0,3,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,45,47,54,146
"3662",868,1,2,0,1,3,1,2,0,1,0,0,1,0,0,0,0,1,0,79,81,83,243
"3663",869,0,1,1,1,2,1,3,0,1,0,0,1,0,0,0,0,1,0,52,74,72,198
"3664",870,0,6,0,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,57,67,66,190
"3665",871,0,2,0,0,3,1,1,1,1,1,0,0,0,0,0,1,0,0,44,57,58,159
"3666",872,0,4,1,0,3,0,1,1,2,0,0,1,0,0,0,1,0,0,53,72,65,190
"3667",873,0,3,1,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,46,62,62,170
"3668",875,1,1,0,0,1,1,6,0,2,0,0,0,1,0,0,1,0,0,37,39,31,107
"3669",876,0,3,1,0,3,1,3,1,3,0,0,1,0,0,0,1,0,0,57,62,69,188
"3670",877,0,1,0,1,2,1,0,1,1,0,0,0,0,1,0,1,0,0,79,83,95,257
"3671",878,1,2,0,0,2,1,1,1,2,0,0,1,0,0,0,1,0,0,55,49,39,143
"3672",879,1,1,0,0,1,1,5,0,1,0,1,0,0,0,0,1,0,0,59,57,50,166
"3673",880,1,2,1,0,3,0,2,0,1,0,0,0,0,1,0,0,1,0,62,52,47,161
"3674",881,1,1,1,0,3,1,2,0,1,0,0,1,0,0,0,1,0,0,46,41,36,123
"3675",882,1,4,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,57,58,57,172
"3678",885,1,1,1,0,1,1,4,1,2,0,0,0,1,0,0,0,1,0,71,66,64,201
"3679",886,1,5,0,1,2,1,5,0,1,0,0,1,0,0,0,0,1,0,64,62,67,193
"3680",887,1,5,1,1,3,1,3,0,1,0,0,1,0,0,1,0,0,0,66,78,72,216
"3681",888,1,2,0,0,2,0,2,1,1,0,0,1,0,0,0,1,0,0,75,51,55,181
"3684",891,1,3,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,57,62,58,177
"3687",895,1,1,0,1,2,0,2,1,1,0,1,0,0,0,0,1,0,0,57,49,51,157
"3688",896,1,4,1,1,3,0,3,1,1,0,1,0,0,0,0,1,0,0,78,80,78,236
"3689",897,0,1,0,0,2,1,3,0,1,0,0,0,0,1,0,1,0,0,56,56,49,161
